time,volume_m3,inflow_m3_per_day,outflow_m3_per_day
1992-11-25T00:00:00,795042801.4918326,594587.52,405877.1830985916
1992-11-26T00:00:00,795662932.8676072,1029862.08,409730.7042253521
1992-11-27T00:00:00,795683361.7622551,434013.12,413584.22535211267
1992-11-28T00:00:00,795655994.0957762,390070.08,417437.74647887325
1992-11-29T00:00:00,795589737.7081705,355034.88,421291.2676056338
1992-11-30T00:00:00,795571977.5594381,407384.64,425144.7887323944
1992-12-01T00:00:00,796326564.209579,1183584.96,428998.3098591549
1992-12-02T00:00:00,798424307.8985931,2530595.52,432851.8309859155
1992-12-03T00:00:00,800725393.9064804,2737791.36,436705.3521126761
1992-12-04T00:00:00,803457875.033241,3173040.0,440558.87323943665
1992-12-05T00:00:00,805411451.4388748,2397988.8,444412.3943661972
1992-12-06T00:00:00,806932016.8833818,1968831.36,448265.91549295775
1992-12-07T00:00:00,808024288.8067621,1544391.36,452119.4366197183
1992-12-08T00:00:00,808717807.3690156,1149491.52,455972.9577464789
1992-12-09T00:00:00,809134768.0901424,876787.2,459826.4788732395
1992-12-10T00:00:00,809570866.3301424,899778.24,463680.0
1992-12-11T00:00:00,810988736.3290156,1885403.52,467533.5211267606
1992-12-12T00:00:00,811393946.4067621,876597.12,471387.04225352115
1992-12-13T00:00:00,811690128.2433819,771422.4,475240.56338028173
1992-12-14T00:00:00,811941252.3988748,730218.24,479094.08450704225
1992-12-15T00:00:00,812140571.0332409,682266.24,482947.6056338028
1992-12-16T00:00:00,812269896.9464804,616127.04,486801.1267605634
1992-12-17T00:00:00,812677655.418593,898413.12,490654.6478873239
1992-12-18T00:00:00,812830153.6495789,647006.4,494508.1690140845
1992-12-19T00:00:00,814138580.119438,1806788.16,498361.6901408451
1992-12-20T00:00:00,814550295.4681704,913930.56,502215.21126760566
1992-12-21T00:00:00,814882989.295776,838762.56,506068.7323943662
1992-12-22T00:00:00,815095561.1222548,722494.08,509922.25352112675
